hand-side,label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Right,paper,0.6875162835218682,1.0,1.0,0.49280307952697755,0.9093088306100137,0.6548675727208539,0.30875744446170084,0.7758302714367911,0.4359138015708029,0.14367288108195483,0.6850095356723275,0.2318442869195694,0.0,0.6548760383768403,0.020720236414758644,0.4857543351410288,0.4891223259535368,0.7530655392577071,0.4091517354827054,0.30434448015223625,0.535328583872586,0.37205605018018845,0.1910646730452348,0.32724063754819066,0.3525281851519637,0.0869727520538361,0.15120368932193695,0.6225982003340698,0.46476416511646607,0.676139464599874,0.6007445254086332,0.24989082392199638,0.509591098083892,0.5911349495884349,0.11550408279630064,0.3285188358337036,0.5866624089152876,0.0,0.17300780473666377,0.7568674465852939,0.49689980163324554,0.5395120419240687,0.7867725504987274,0.3012150393745755,0.3159293077933622,0.8051113618570981,0.17100665504344786,0.13836055182598372,0.8158580108588508,0.05546599938572413,0.0,0.8791566165773385,0.5686689876055049,0.3669763626157167,0.9409374871237357,0.4213215865466068,0.16760067381113444,0.975231772756519,0.318514532102107,0.08076448132125268,1.0,0.21960807124414577,0.004932063776690062
Right,paper,0.6220159270964177,1.0,1.0,0.44746238053948284,0.9064677274225109,0.7124941748016569,0.28687168390997586,0.7818711233516382,0.5110322660087645,0.1377651187446606,0.7019092521405511,0.3217203833694996,0.0,0.6785878310432234,0.11981499555384428,0.45244468662154746,0.4938643770125929,0.7292206975329039,0.3983942861517288,0.30122491572882215,0.5288775394020198,0.3734021741199341,0.1809765315446314,0.35311505556250833,0.36152124763690924,0.07344668923875831,0.20800422805715713,0.583423721367648,0.4771767871644087,0.6592504495490054,0.5861163979292746,0.2573442947580399,0.4932901675026036,0.5933049732337029,0.12022149585308134,0.3261820689172692,0.6045890399825166,0.0,0.18726878486714144,0.7047767256936306,0.5163790449584766,0.5452608040819761,0.7561043009606857,0.3159242141291729,0.3149807555976466,0.791436702233264,0.18584486774785972,0.13241120984621976,0.8193867155083915,0.06810380753735143,0.0,0.8094697576479948,0.5951102460282297,0.40783658726504657,0.893448867001562,0.45795735902915063,0.1932794319593458,0.9512311690823323,0.3638668826334669,0.09283461569884206,1.0,0.2726867455236219,0.017131600850920026
Right,paper,0.5326342490465392,1.0,1.0,0.3712629345657454,0.8779468269664239,0.8029780136456486,0.24054660948548778,0.7263077973065957,0.6450054670558715,0.11928316956456576,0.6249018779420418,0.4888342784974921,0.0,0.5597504265331217,0.31591504609508636,0.46293768450878464,0.47661808931106103,0.7701106055070266,0.44271351472792686,0.2891912010857678,0.572206896361445,0.42953904966082007,0.17556565858568257,0.3958859319205594,0.42711089023079135,0.06872651376141302,0.25082539994618136,0.5864225213989039,0.4825781881020537,0.6737788920173828,0.6298762803895336,0.2686933361938352,0.4941920594344222,0.6530914308799736,0.12632837377879536,0.313263621813237,0.6727396401466859,0.0,0.16834202364534062,0.6884798656390534,0.5453085144923563,0.5458825261228307,0.7838874576909427,0.35489948333515103,0.3243928880291194,0.8339773964736604,0.2230351512739568,0.14166961253953128,0.8700996069491823,0.09792765814823315,0.00690800402364351,0.7658921930133348,0.6475791640887922,0.4047367815125886,0.8834907971934595,0.5277606916406288,0.19181988089183097,0.9494637604027363,0.43514024799832995,0.08254504617583354,1.0,0.34027792593147915,0.0
Right,paper,0.9561680789700792,1.0,0.8373794809475424,0.9992295307647896,0.8042595299864698,1.0,0.9189112981367251,0.6460315754318342,0.9971739807288107,0.7872643245921844,0.5473470926476158,0.9660971051588757,0.619301696038152,0.47864900569090535,0.9156647548956652,0.997170922799519,0.559637262184085,0.6532769749640811,1.0,0.3186084767889319,0.48089992873601084,0.9837859476872176,0.17120565739434693,0.3855787582051164,0.9628387734451642,0.04858836672342758,0.3297853840097452,0.8631374392392136,0.5906517765403811,0.5018065562988984,0.8202734662867741,0.3138359430809828,0.3444398656595208,0.7635665282414861,0.14336324679476256,0.2467280183320373,0.6975780846094579,0.0,0.17216448920434116,0.665778291274922,0.6457514126394951,0.3797803897225002,0.49191443164650417,0.3979121558443019,0.24439117953567657,0.3618848399951988,0.2542173008712126,0.13784454808677965,0.2782825576896384,0.1413351739897258,0.0600976390589855,0.4423435541765937,0.7176140567143208,0.2854543500043679,0.2467925613844038,0.5703392835536993,0.14417832319169585,0.11165198930596748,0.4743639947011746,0.05813243311545264,0.0,0.381428916065447,0.0
Right,paper,0.9418225585198869,1.0,0.8110739271865903,1.0,0.7830854924203448,0.9960548989508953,0.9070289659224942,0.6243262952744073,1.0,0.7296484595342912,0.5578706571474881,0.9688069957075717,0.5406528839579264,0.5306898616033477,0.9116378452192048,0.9563371410242848,0.5336542146167909,0.6744893766949315,0.9541038011020079,0.30249943340393753,0.517351397577795,0.9440178962136452,0.1641726078642489,0.4356625799030494,0.9378022630610682,0.05105148641136779,0.38956792783563715,0.8026808019831492,0.5612414374615462,0.5122048521885826,0.7480968398878197,0.2897848536401677,0.38459551913483225,0.6849456440512758,0.13085934556749798,0.31445171372323666,0.6240550136141566,0.0,0.2592143283947583,0.6148703854588726,0.6224472404198018,0.37581678474169894,0.44462635726802546,0.38213779864909175,0.26120932138156766,0.3109705343765607,0.245686049233704,0.1605338863099971,0.21555658092248425,0.13570807498732898,0.08521551133852058,0.42665867674538704,0.7070285812588772,0.26867346358272687,0.24159236143862825,0.561664973302471,0.13898046090909905,0.11260173749591973,0.472443040372624,0.0568189744953137,0.0,0.38738236200010173,0.0
Right,paper,0.7634337542695867,1.0,0.695396094519238,0.8389228212541039,0.8016109697178547,0.8887609213868669,0.8530658643772688,0.6426594479988817,0.9331319774225657,0.8991004545031248,0.5155214920056299,0.9721503719500554,1.0,0.45710337115660604,1.0,0.715808703744309,0.5093324254640721,0.4847225387655722,0.6961685433512028,0.2713433558778307,0.3468248363692575,0.6527264794282972,0.12428425718718299,0.3074627752674556,0.6247333553946999,0.008476288143310485,0.28748282380824913,0.5872020799493713,0.547239067164334,0.3834370932162815,0.4850445589926513,0.2802124635502947,0.1688929073241419,0.3965805101412435,0.12159939992056144,0.09144564397031608,0.32558056621411224,0.0,0.053658605487727634,0.46735319838902073,0.615863465320363,0.32962048153486,0.29281457887999346,0.4107626793768363,0.1509634120460695,0.17442902628104892,0.28978195914311533,0.05746520183547343,0.09428805200795626,0.1967455101298004,0.01808429914670946,0.37242899515690153,0.707917865510794,0.3151952483652565,0.19292220420553102,0.5791608575489468,0.13943682918582176,0.08700755402818514,0.5136362793414073,0.04192146354893926,0.0,0.4451104735728392,0.0
Right,paper,0.7368871725489142,1.0,0.9438911253582785,0.8322140785673539,0.8027686338982478,1.0,0.8468732546644326,0.6171370013395533,0.9884697220669696,0.8976303756335475,0.48340475791366944,0.9789440761903997,1.0,0.44597761059422425,0.9451875939031087,0.6629781286120047,0.49245023753337,0.5926998224993004,0.5903996463782141,0.260925679558577,0.4206544715694345,0.5255679900603606,0.1145985147608625,0.3499456017041893,0.4709677708387467,0.0,0.2960951203966088,0.5327231565523071,0.5418279138584112,0.5020367859410677,0.37311533625429705,0.3025726603413149,0.2989182861733514,0.26393916450879723,0.16327599797507036,0.21156809746631758,0.17649131924222197,0.0629070085623391,0.1532970641293377,0.43038160688845684,0.626012786310098,0.44635172862601563,0.25147899922645234,0.45954311826414285,0.2674456963120602,0.13268328450127082,0.34994369045101653,0.1362144898482852,0.042025141792181496,0.2668878046074865,0.05038933082194944,0.3593681399912192,0.7290895096501181,0.4122425320344809,0.19779479184400023,0.638688165869782,0.20418911254392919,0.09139749298879103,0.5878435114525158,0.0735562174728251,0.0,0.5407107248024693,0.0
Right,paper,0.824315182728436,1.0,0.8240209714091092,0.885313009425753,0.7971485921263594,0.9650796762964812,0.868785942070278,0.6194443359964998,0.9875675570009054,0.8895823411481558,0.48413283581536143,1.0,1.0,0.4404168755955701,0.9871810177314726,0.7129521453670001,0.5033523137835496,0.5705317587151121,0.6307323954399354,0.26930873850273057,0.42158202070643336,0.5599090989047759,0.11797979800182905,0.36566196267492784,0.5068824712378155,0.0,0.327719031530053,0.591236664549181,0.5602454626531088,0.4617967184007192,0.4072094084591354,0.3131136320956672,0.281531857496947,0.2809511718080831,0.16945357285328141,0.21986190256351104,0.18270589161844975,0.06288134750363858,0.18559273724794315,0.49076312988216286,0.6508998138015435,0.3926213990630986,0.2764437156430776,0.4735818807549053,0.23257681315186957,0.1398068574203388,0.3678359560408498,0.1368269095266346,0.04038089231925198,0.2869653664763823,0.08412335650247507,0.4161583193086367,0.7625727579683975,0.35337876435125826,0.22064591570231581,0.6661766152448924,0.1629340846080687,0.10064795655708395,0.6192839178580613,0.05380607348574405,0.0,0.5693576709423753,0.0
Right,paper,0.6675108356048367,1.0,1.0,0.4883701399910326,0.9222190051266739,0.7348139675437397,0.29577066237749894,0.8102101263325179,0.581813011773798,0.12944708168160046,0.7414559574587646,0.44216660639772576,0.0,0.7483797573855473,0.29105586200901196,0.4025188422093958,0.5272914720705302,0.7555601572234285,0.31375726821769423,0.34355074439078614,0.5680362301819807,0.27057996284935487,0.227424729946579,0.40460845619107866,0.24524179945768598,0.12409947700933993,0.2683409249207548,0.5390123052615846,0.4838396460636531,0.6896813648771544,0.5065759488716025,0.2639930752261795,0.5300667983580424,0.49657658939996724,0.12244385770594857,0.3610370011923071,0.4948326441722594,0.0,0.2230450710501707,0.6757981339273641,0.4991658113445177,0.5838863885086397,0.7165898269861717,0.2925970151521305,0.35171352931223804,0.7471643809293355,0.15977885211239007,0.1463548484582968,0.7690157925826815,0.04547879098108202,0.0,0.8035021244190763,0.5585633938092109,0.4585441054933715,0.8929349721370161,0.4199650742238481,0.22149842677427917,0.9527620294785387,0.32326960270298355,0.09446369717227211,1.0,0.23254371005392352,0.004593765297538083
Right,paper,0.5177814201671078,1.0,1.0,0.37315540792037316,0.8928394025957843,0.7193361192373852,0.24461529168929105,0.7460436778646529,0.5590178498673266,0.12960869332849273,0.6383189279566157,0.40857064996570686,0.0,0.6148133559904717,0.2502635125002289,0.353017204439133,0.4932973817690832,0.7682633453014163,0.296206472244034,0.2999281367007235,0.5713828459318495,0.2751318802497921,0.18169924697162765,0.393899758478055,0.27007329509140776,0.07315152572953625,0.24468436365140445,0.49670334952590783,0.4740250872900111,0.6951722968327747,0.5002544155888923,0.2556393913298039,0.5368334395599789,0.5173396320034255,0.12078880639498016,0.35113926666325457,0.5370142267173369,0.0,0.19937040812339063,0.6293773633057772,0.5131978400043016,0.5818272364994644,0.7047817797327071,0.3181288828158806,0.3446598904586236,0.7672130566902445,0.20207050796769394,0.14255934890732186,0.8126087670125601,0.09856495307121721,0.0,0.7464411069813598,0.5949890711455198,0.44716219789265793,0.8585670694201949,0.4703032597090134,0.21108005374460087,0.9371237724724546,0.38920356346374274,0.0999929823133068,1.0,0.31081218330432914,0.02413335216545969
