hand-side,label,id,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Right,paper,0,0.3140811610955019,1.0,0.5224160714040332,0.7690708381060477,0.7887570685704615,0.9345595446529202,0.893632009507131,0.48350123974577275,1.0,0.7687308003421267,0.26255385201832865,0.9736317898485445,0.5620789421459981,0.15247392319994127,0.9340425374915389,0.9824793511197455,0.14450677129265913,0.7907921804701692,1.0,0.05423325823753465,0.6401716690777896,0.9067089566875447,0.19957348512115738,0.4159991157056789,0.8440346583200742,0.35590369393460075,0.2610805615840669,0.699649749497777,0.012365610868866773,0.48221795804674317,0.6878679632202157,0.0,0.76072915893916,0.6159099375746371,0.17599574106523275,0.8191762594772677,0.5865222028412302,0.3320649609890547,0.7751702952362396,0.38212817218676776,0.0025428939803514594,0.22348853349258405,0.3513396675521575,0.05055077102895161,0.4420246540625858,0.3102386183093508,0.230070833044883,0.5579196057947837,0.30323767014944253,0.37517453874728635,0.5290128419331928,0.07470792148725322,0.05684479773312507,0.0,0.01875488151482762,0.11568691780568542,0.0723026784164761,0.0,0.2726524131908523,0.30890365360176586,0.006030157751990613,0.39612394603161444,0.5313786735475343
Right,paper,1,0.364311398076479,1.0,0.7145005158657758,0.8075717271803053,0.7825247323036731,1.0,0.927418421297282,0.4799456989836444,0.9973401920630944,0.8060614603045125,0.25132397997758843,0.9336532130735826,0.6045254025329059,0.14359602102924765,0.8771762186531272,1.0,0.13483200504780674,0.6882898498349583,0.991375044609253,0.04265956885083856,0.5119968277818445,0.8866262209440068,0.19697650154365762,0.3624730692520356,0.8378010562271518,0.36150506095995005,0.2560988778806864,0.708552680903641,0.008831769236199391,0.4331278984380006,0.681273110591961,0.0,0.544824423528874,0.5958752560346198,0.18447697231522522,0.6407025301602762,0.5814497482388716,0.344064464761589,0.6486969288728649,0.3775031413910889,0.006276449555336146,0.21971501311863464,0.3341504448929528,0.0673642413083267,0.29377986125975447,0.2957789900165242,0.248846160178914,0.43002801349917585,0.31633013546218186,0.3932521921868385,0.4473654295075781,0.052387307280529975,0.07018404471412006,0.03136984602826226,0.007114688514954221,0.1458365151813658,0.0,0.0,0.3013819014402109,0.16423432315562175,0.029543771048819768,0.42382556451425174,0.32897365200523726
Right,paper,2,0.37661242175994375,1.0,0.577741166784944,0.8047803934570541,0.7520852528258134,0.9852856402727707,0.9174248139850384,0.4564185856661791,1.0,0.7874513666188401,0.2525748620553494,0.9316961279177634,0.5781504174239521,0.1583316942161594,0.8628897871858172,0.9951066386181369,0.1365957988810622,0.7815503516646082,1.0,0.05229806692626339,0.6142497644510776,0.8984593036785827,0.1952678440704135,0.37068493168453837,0.8438583315568371,0.34702045470342824,0.19636525023934162,0.703789596952739,0.009889330012703774,0.4752386641490691,0.6718074925430252,0.0,0.7663784857581762,0.5958448949243155,0.1614711273823274,0.8348017360899525,0.581717583635625,0.31059868569915866,0.7812870342926465,0.3822200208352846,0.0035989097529197235,0.22276517135128424,0.3364128489235007,0.05653512319999054,0.49322920040203133,0.2979911131133006,0.22456268846766453,0.6072929800400751,0.3055357156196256,0.3651793465320471,0.5493000588304812,0.07180415981686095,0.06130125691941607,0.0,0.014337043193854912,0.13563183160622144,0.09494737163271068,0.0,0.29020655834197256,0.30350485347944806,0.01746635814049969,0.4083810525942172,0.49653022683502923
Right,paper,3,0.35457527624309393,1.0,0.7224597895935524,0.7987711945132406,0.7639042325018685,1.0,0.9240474376071632,0.45750272085812355,0.9809187439979482,0.7886674842827205,0.23743714449736372,0.9010380097294933,0.5779874738045342,0.13145941780250808,0.818745685523363,1.0,0.11365351853863506,0.8293551619016424,0.9604180558201563,0.05484264300645832,0.5789098487018666,0.8783298009144599,0.21424086241653192,0.24357023930213123,0.8447442369975233,0.3649296340718329,0.0,0.6906851305010479,0.0,0.5471453262102649,0.6258704038864545,0.01117419771252273,0.7334440449088917,0.5657875309582777,0.18652565469687843,0.7551614996179642,0.5637424985711564,0.3356995777615755,0.6705881043118552,0.35286006858449226,0.007456762997745615,0.29615844576924244,0.30437345208611166,0.06369351389533533,0.44047012399862484,0.2819703753095828,0.23732208680920902,0.5676072544749685,0.3043538054867594,0.3762356590141037,0.5372541355989687,0.03027957706229758,0.0789461572874931,0.06157333877101664,0.000894217946275481,0.15779514439786446,0.05143246916327295,0.0,0.317152837415754,0.2584558178650203,0.021995261002095638,0.4297826686042319,0.4544749048963973
Right,paper,4,0.4048034039923699,1.0,0.7710457813986865,0.8224848427858825,0.7357329514284804,1.0,0.914864928400634,0.415168676196766,0.9464692126063416,0.7591010451089438,0.21719216796804736,0.8250334639236638,0.5333150864655257,0.13871648057006866,0.6935426299573632,1.0,0.11035956058573408,0.8545389046880075,0.9370471866240384,0.05375001374730716,0.5835654837609495,0.8478776541916302,0.22168646558503785,0.24870282746826994,0.8190912612055918,0.3768564689794577,0.0,0.7123090235798788,0.0,0.584314600608834,0.6243143431575365,0.025702524676649356,0.6891918186190228,0.5551212129353501,0.20613653694987238,0.6664379259226356,0.5582629205735113,0.3545041863579366,0.5591511577842261,0.39194272050724055,0.009396447546706826,0.33437479061292846,0.31099435354593735,0.07014854734302299,0.3953188690920126,0.2738339915639021,0.2527151164643902,0.4730971338100633,0.29665433044070105,0.39297353228622656,0.4294348740850673,0.08339602195892999,0.08050180746798462,0.09704230495227291,0.017851705578392125,0.16558412447921006,0.03366779960702378,0.0,0.3308541579406217,0.18246238116481533,0.018717032499574612,0.44872086666006794,0.3282882575366732
Right,paper,5,0.38485991508482953,1.0,0.9397008956455429,0.8001000076489868,0.765860549108534,1.0,0.9185788182429478,0.44570842359372126,0.8992740019434771,0.7696564691591709,0.23628965043418845,0.7821930665665704,0.5459863939365226,0.1499798204678648,0.6553100319675648,1.0,0.10145808851962952,0.8497544884307691,0.9405262731281959,0.08235304607691124,0.5665481716442462,0.8662911432723736,0.24333850179644764,0.237526696446873,0.8347225187314555,0.3874173577765347,0.0,0.6919022345316366,0.0,0.6712212556780214,0.5984527355402753,0.04182381672855057,0.6954542352180816,0.5455856783566779,0.2222593379611727,0.64178723660221,0.5442716509139398,0.3708048160565252,0.5423245902154332,0.36014055869569933,0.020774687545755916,0.505889099006999,0.28350969765952416,0.09906244955116966,0.46182383067396804,0.2690896449842625,0.2814612046148244,0.4889681921327324,0.29269932745997695,0.4221291565143284,0.45187648334067554,0.05430152762825467,0.10292124538686509,0.34819728478906337,0.0,0.21253561922067585,0.19936577641162825,3.9957394001596015e-05,0.3850085786476147,0.29369765779043905,0.022087876584167967,0.5028591111995465,0.41925006473276144
Right,paper,6,0.382575893259683,1.0,0.8887275018330603,0.8215500172309228,0.7846937146242242,1.0,0.9604201380697167,0.45756815983487065,0.9431787475465024,0.8316341214267451,0.23282476678406527,0.8674623005448407,0.6226934340920292,0.13304280652063577,0.7864180976086219,1.0,0.09635314222508135,0.8171518768241773,0.976854979860201,0.05154575459836876,0.5458636329153843,0.8988532481215824,0.213258269967403,0.22744527926776364,0.8670180375028873,0.36767261527354184,0.0,0.6661647671478561,0.0,0.61619017589472,0.6189427748085145,0.027436136552615707,0.7005840082153679,0.5681572547125647,0.20970420490605798,0.6983366036580145,0.563285041459206,0.3648483382930769,0.6223153295470262,0.3211559911115613,0.02657878741598133,0.43566822835541674,0.29311961224865396,0.09346098695039794,0.420936660335487,0.2822888347325995,0.2701638065221785,0.4903592996828143,0.3064473295775274,0.4133495007088654,0.47117296477525755,0.012041265280864041,0.11213397786859071,0.27186535596283057,0.0,0.2006196979724445,0.1316403422748238,0.004614675805437561,0.3696399287894986,0.2824069435484029,0.029619894489933806,0.4928463605664135,0.45804220606579665
Right,paper,7,0.4007650989736558,1.0,0.9313635701698693,0.8080252747789123,0.7803387650894336,1.0,0.9244174953297569,0.45411737420286685,0.9186936261410211,0.7676470849252095,0.23006526026798005,0.844987239987125,0.5407292900786731,0.14061711587704445,0.7469646670864422,1.0,0.0903476650739717,0.77647374654813,0.907031655595639,0.08469325222782452,0.5626189321756767,0.8277867263037855,0.24986706590891092,0.2491547594786639,0.7968122540079783,0.3906721751034246,0.0,0.689948549673194,0.0,0.6064467578818494,0.5745380785665792,0.0647758599232942,0.7514222753168207,0.5236878946410901,0.24471883968337174,0.724656478235998,0.520867444966565,0.39245688598591844,0.6003433170075497,0.3643771382170099,0.03433093611998386,0.47241153045500384,0.27251367793293485,0.10995421787614691,0.5277915330076062,0.2570519561773672,0.28949452990357094,0.5976901891308862,0.2760651704139544,0.430573521037527,0.5492622749755319,0.07083349973154422,0.12900772714759268,0.3516101455984031,0.0004781175259470277,0.21260224611474193,0.2618118195201005,0.0,0.38432527935015026,0.4409396368616709,0.019103069270465872,0.5079656747206498,0.6216096893320745
Right,paper,8,0.4365855434639409,1.0,0.5699370136758846,0.8239146035661894,0.7580251091097402,0.9544211943702414,0.9338453354204757,0.4495082483987624,1.0,0.8137364497420997,0.2310534458617658,0.9739512991961001,0.6280476788973129,0.12773013162975544,0.9195265352190843,1.0,0.08540925659149952,0.8393128496335549,0.9423914270038484,0.028235899685539096,0.7282472173666894,0.8654893879822185,0.17139965412607314,0.46090756030497404,0.8330054570691475,0.30327437604733043,0.24302536285291898,0.697847801301981,0.0,0.5142901697491443,0.6205127321422318,0.0050683352677142815,0.8341401069596549,0.5624199880930609,0.16809990884711998,0.857526847878392,0.5554676030642303,0.3018727305927215,0.7521567967836144,0.3772176118193325,0.027351007660001595,0.24093060923466833,0.31281174417757907,0.059141171599246235,0.47269584804268955,0.2803205868308809,0.22790828572698738,0.5659453976055906,0.28911126539855725,0.3564253962725416,0.49724425825828794,0.08228628795336838,0.1175065700982548,0.0,0.01406263983843918,0.17103987396580425,0.048006961583116355,0.0,0.331285057210281,0.28273235125589335,0.015143825484963182,0.4454978523411521,0.4977400723897131
Right,paper,9,0.4222836064265271,1.0,0.6503545362939934,0.8215219101700133,0.7425923505190962,1.0,0.9245732562514966,0.43625276643225336,0.9737232377548324,0.7805687636118998,0.2250485119742175,0.8770835449057449,0.576931892039818,0.12883124747660657,0.7493254899418438,1.0,0.0680457905631791,0.9257239936837909,0.877979794524453,0.04471308365070951,0.758986526021259,0.8137042611660338,0.1958755666190569,0.33783104478953907,0.7970375944993672,0.31896022690870574,0.0,0.6807700201826703,0.0,0.5833476776061164,0.5699095770761354,0.03784072104516584,0.9110458442958147,0.5283691946316378,0.20099591115587837,0.8520098309075873,0.5304860944822632,0.32700888849325466,0.6611500357581694,0.3488540348236582,0.04016854731041346,0.2965593469631012,0.28110696815243047,0.09400260387915799,0.5703132756252091,0.2676900534783749,0.25265781105382434,0.683539841475807,0.2880648582081894,0.3735140882765113,0.6014812328573969,0.04536311702527965,0.13337685309860461,0.02613725540021838,0.002638570565228794,0.18522489711950657,0.1555517184438794,0.0,0.337106828459681,0.48712225513697816,0.01426185019213446,0.44207696564941446,0.7609289366019658
